Batch,Baseline_Latency_s,Hpipe_Latency_s,Baseline_Memory_MB,Hpipe_Memory_MB
0,0.5055027008056641,0.499889612197876,0.0830078125,0.1103515625
1,0.015773534774780273,0.015841245651245117,18.45849609375,18.48583984375
2,0.015152454376220703,0.015882253646850586,18.45849609375,18.48583984375
3,0.015157699584960938,0.01508784294128418,18.45849609375,18.48583984375
4,0.015062093734741211,0.01590251922607422,18.45849609375,18.48583984375
5,0.012877702713012695,0.01300048828125,18.45849609375,18.48583984375
6,0.012838125228881836,0.013074398040771484,18.45849609375,18.48583984375
7,0.012822866439819336,0.013037681579589844,18.45849609375,18.48583984375
8,0.012867450714111328,0.012893438339233398,18.45849609375,18.48583984375
9,0.012820720672607422,0.01299428939819336,18.45849609375,18.48583984375
10,0.012835979461669922,0.012899160385131836,18.45849609375,18.48583984375
11,0.012835979461669922,0.01297140121459961,18.45849609375,18.48583984375
12,0.012819051742553711,0.01302337646484375,18.45849609375,18.48583984375
13,0.012803792953491211,0.013002634048461914,18.45849609375,18.48583984375
14,0.012830972671508789,0.012988805770874023,18.45849609375,18.48583984375
15,0.012811899185180664,0.012988805770874023,18.45849609375,18.48583984375
16,0.01263427734375,0.013007640838623047,18.45849609375,18.48583984375
17,0.012798309326171875,0.01271963119506836,18.45849609375,18.48583984375
18,0.012826204299926758,0.013029336929321289,18.45849609375,18.48583984375
19,0.012834548950195312,0.01300668716430664,18.45849609375,18.48583984375
20,0.012831449508666992,0.012938261032104492,18.45849609375,18.48583984375
21,0.012822628021240234,0.013017654418945312,18.45849609375,18.48583984375
22,0.012840747833251953,0.012982845306396484,18.45849609375,18.48583984375
23,0.01283717155456543,0.01300501823425293,18.45849609375,18.48583984375
24,0.012856006622314453,0.01299905776977539,18.45849609375,18.48583984375
25,0.012815475463867188,0.012977838516235352,18.45849609375,18.48583984375
26,0.01281118392944336,0.012945175170898438,18.45849609375,18.48583984375
27,0.012800931930541992,0.013005733489990234,18.45849609375,18.48583984375
28,0.012840509414672852,0.012993812561035156,18.45849609375,18.48583984375
29,0.012809276580810547,0.012970209121704102,18.45849609375,18.48583984375
30,0.01281118392944336,0.013003349304199219,18.45849609375,18.48583984375
31,0.012612342834472656,0.012994050979614258,18.45849609375,18.48583984375
32,0.012809276580810547,0.013016939163208008,18.45849609375,18.48583984375
33,0.012810707092285156,0.013022184371948242,18.45849609375,18.48583984375
34,0.012762069702148438,0.012969255447387695,18.45849609375,18.48583984375
35,0.012804746627807617,0.012977123260498047,18.45849609375,18.48583984375
36,0.012818574905395508,0.012996912002563477,18.45849609375,18.48583984375
37,0.012831687927246094,0.012968063354492188,18.45849609375,18.48583984375
38,0.012850761413574219,0.013009071350097656,18.45849609375,18.48583984375
39,0.01281285285949707,0.013014554977416992,18.45849609375,18.48583984375
40,0.012790679931640625,0.012980461120605469,18.45849609375,18.48583984375
41,0.012846708297729492,0.012906312942504883,18.45849609375,18.48583984375
42,0.012825250625610352,0.012989282608032227,18.45849609375,18.48583984375
43,0.012819766998291016,0.012987375259399414,18.45849609375,18.48583984375
44,0.012804985046386719,0.012974739074707031,18.45849609375,18.48583984375
45,0.01281428337097168,0.013036489486694336,18.45849609375,18.48583984375
46,0.012810230255126953,0.012964010238647461,18.45849609375,18.48583984375
47,0.01282811164855957,0.012916803359985352,18.45849609375,18.48583984375
48,0.01281595230102539,0.012978792190551758,18.45849609375,18.48583984375
49,0.012801885604858398,0.012958288192749023,18.45849609375,18.48583984375
50,0.012442588806152344,0.012967348098754883,18.45849609375,18.48583984375
51,0.044959306716918945,0.04514884948730469,18.45849609375,18.48583984375
52,0.04484677314758301,0.04494142532348633,18.45849609375,18.48583984375
53,0.044950246810913086,0.045049428939819336,18.45849609375,18.48583984375
54,0.04465150833129883,0.04510140419006348,18.45849609375,18.48583984375
55,0.04486370086669922,0.04497885704040527,18.45849609375,18.48583984375
56,0.04488778114318848,0.04481387138366699,18.45849609375,18.48583984375
57,0.04450678825378418,0.04437756538391113,18.45849609375,18.48583984375
58,0.04485893249511719,0.04493546485900879,18.45849609375,18.48583984375
59,0.044825077056884766,0.044893503189086914,18.45849609375,18.48583984375
60,2.0659165382385254,0.033194541931152344,18.45849609375,18.48583984375
61,0.016742467880249023,0.013999462127685547,18.48583984375,18.48583984375
62,0.01676797866821289,0.013963699340820312,18.48583984375,18.48583984375
63,0.014028549194335938,0.013975381851196289,18.48583984375,18.48583984375
64,0.013672113418579102,0.014029979705810547,18.48583984375,18.48583984375
65,0.013729572296142578,0.014042377471923828,18.48583984375,18.48583984375
66,0.013692140579223633,0.014041662216186523,18.48583984375,18.48583984375
67,0.013713836669921875,0.014038801193237305,18.48583984375,18.48583984375
68,0.013691425323486328,0.014119863510131836,18.48583984375,18.48583984375
69,0.013620615005493164,0.014026165008544922,18.48583984375,18.48583984375
70,0.013675928115844727,0.014007329940795898,18.48583984375,18.48583984375
71,0.013614416122436523,0.014049530029296875,18.48583984375,18.48583984375
72,0.013664722442626953,0.014042139053344727,18.48583984375,18.48583984375
73,0.013641119003295898,0.014036893844604492,18.48583984375,18.48583984375
74,0.01367807388305664,0.014060735702514648,18.48583984375,18.48583984375
75,0.01369476318359375,0.014037132263183594,18.48583984375,18.48583984375
76,0.013360738754272461,0.014030694961547852,18.48583984375,18.48583984375
77,0.013727903366088867,0.014047384262084961,18.48583984375,18.48583984375
78,0.013677358627319336,0.013660192489624023,18.48583984375,18.48583984375
79,0.013697147369384766,0.014057636260986328,18.48583984375,18.48583984375
