Rank,Baseline_MB,Hpipe_MB,Overhead_MB,Overhead_Pct
0,1367.7587890625,1367.75927734375,0.00048828125,3.5699368478171625e-05
1,764.9873046875,764.98779296875,0.00048828125,6.38286736273963e-05
2,709.04052734375,709.041015625,0.00048828125,6.886506922661084e-05
3,613.71826171875,613.71875,0.00048828125,7.956114074763603e-05
