Model,Avg_Latency_Base,Avg_Latency_Hpipe,Throughput_Base,Throughput_Hpipe,Reconfig_Time_Base,Reconfig_Time_Hpipe,Max_Mem_Base,Max_Mem_Hpipe
resnet50,0.09035340717860631,0.09068540164402553,354.1648400346865,352.8682612622933,2.135521650314331,0.10153532028198242,19.25927734375,19.25927734375
mobilenet_v2,0.06489651543753487,0.06533247402736118,493.0927305457733,489.8023605626572,2.123988628387451,0.08867835998535156,18.48583984375,18.48583984375
vit,0.031277459008353097,0.030999578748430526,1023.101013143489,1032.272091814155,2.082170248031616,0.0682220458984375,68.84423828125,68.84423828125
llama,0.09111909866333008,0.09121572630746023,351.1887240921322,350.81669899922537,2.1177780628204346,0.09427642822265625,65.0927734375,64.2177734375
