Batch,Baseline_Latency_s,Hpipe_Latency_s,Baseline_Memory_MB,Hpipe_Memory_MB
0,0.5010745525360107,0.4319288730621338,38.7607421875,79.1875
1,0.020260334014892578,0.02056598663330078,38.71435546875,79.18798828125
2,0.02009892463684082,0.020381927490234375,38.76123046875,79.18798828125
3,0.020211219787597656,0.020340442657470703,38.71435546875,79.18798828125
4,0.019958972930908203,0.020341157913208008,38.76123046875,79.18798828125
5,0.02007460594177246,0.020246267318725586,38.71435546875,79.18798828125
6,0.0201873779296875,0.020328283309936523,38.76123046875,79.18798828125
7,0.020004987716674805,0.020313501358032227,38.71435546875,79.18798828125
8,0.020054101943969727,0.020120859146118164,38.76123046875,79.18798828125
9,0.02006697654724121,0.019774198532104492,38.71435546875,79.18798828125
10,0.020045995712280273,0.01969766616821289,38.76123046875,79.18798828125
11,0.020062685012817383,0.01951432228088379,38.71435546875,79.18798828125
12,0.019968271255493164,0.019520282745361328,38.76123046875,79.18798828125
13,0.019626140594482422,0.019530296325683594,38.71435546875,79.18798828125
14,0.019651412963867188,0.019419431686401367,38.76123046875,79.18798828125
15,0.01959848403930664,0.019589900970458984,38.71435546875,79.18798828125
16,0.01965165138244629,0.01964855194091797,38.76123046875,79.18798828125
17,0.019555330276489258,0.019627809524536133,38.71435546875,79.18798828125
18,0.019614219665527344,0.019639968872070312,38.76123046875,79.18798828125
19,0.019622087478637695,0.019649744033813477,38.71435546875,79.18798828125
20,0.019548892974853516,0.019686222076416016,38.76123046875,79.18798828125
21,0.01957869529724121,0.019649267196655273,38.71435546875,79.18798828125
22,0.01966071128845215,0.0196077823638916,38.76123046875,79.18798828125
23,0.019599199295043945,0.019623517990112305,38.71435546875,79.18798828125
24,0.01961994171142578,0.01965618133544922,38.76123046875,79.18798828125
25,0.019423484802246094,0.01961374282836914,38.71435546875,79.18798828125
26,0.019551992416381836,0.019634246826171875,38.76123046875,79.18798828125
27,0.019527196884155273,0.01965188980102539,38.71435546875,79.18798828125
28,0.0195310115814209,0.019489765167236328,38.76123046875,79.18798828125
29,0.01956939697265625,0.01968216896057129,38.71435546875,79.18798828125
30,0.019516468048095703,0.01961040496826172,38.76123046875,79.18798828125
31,0.01948070526123047,0.019649028778076172,38.71435546875,79.18798828125
32,0.01953601837158203,0.019683122634887695,38.76123046875,79.18798828125
33,0.019515037536621094,0.01963663101196289,38.71435546875,79.18798828125
34,0.019563674926757812,0.019667625427246094,38.76123046875,79.18798828125
35,0.01952981948852539,0.019640445709228516,38.71435546875,79.18798828125
36,0.01954054832458496,0.019650936126708984,38.76123046875,79.18798828125
37,0.01949286460876465,0.019670724868774414,38.71435546875,79.18798828125
38,0.019527435302734375,0.019666433334350586,38.76123046875,79.18798828125
39,0.019548416137695312,0.01962423324584961,38.71435546875,79.18798828125
40,0.019542455673217773,0.019669055938720703,38.76123046875,79.18798828125
41,0.01954054832458496,0.01965165138244629,38.71435546875,79.18798828125
42,0.019301414489746094,0.019664764404296875,38.76123046875,79.18798828125
43,0.019548416137695312,0.019596099853515625,38.71435546875,79.18798828125
44,0.019565343856811523,0.019678115844726562,38.76123046875,79.18798828125
45,0.019504308700561523,0.019642353057861328,38.71435546875,79.18798828125
46,0.019524574279785156,0.01939558982849121,38.76123046875,79.18798828125
47,0.019498586654663086,0.019635438919067383,38.71435546875,79.18798828125
48,0.01951313018798828,0.019638538360595703,38.76123046875,79.18798828125
49,0.019576311111450195,0.019640207290649414,38.71435546875,79.18798828125
50,0.01950240135192871,0.019641399383544922,38.76123046875,79.18798828125
51,0.15561771392822266,0.15559911727905273,38.71435546875,79.18798828125
52,0.15663409233093262,0.1560654640197754,38.76123046875,79.18798828125
53,0.15612030029296875,0.15610289573669434,38.71435546875,79.18798828125
54,0.1560661792755127,0.15634512901306152,38.76123046875,79.18798828125
55,0.15622472763061523,0.15645480155944824,38.71435546875,79.18798828125
56,0.15634727478027344,0.15637445449829102,38.76123046875,79.18798828125
57,0.15619301795959473,0.15613174438476562,38.71435546875,79.18798828125
58,0.1562645435333252,0.15624117851257324,38.76123046875,79.18798828125
59,0.15680885314941406,0.15624427795410156,38.71435546875,79.18798828125
60,2.0685081481933594,0.05437207221984863,829.95947265625,839.49072265625
61,0.03950309753417969,0.03967118263244629,829.95947265625,839.49072265625
62,0.03938102722167969,0.03945136070251465,829.95947265625,839.49072265625
63,0.03950166702270508,0.03958559036254883,829.95947265625,839.49072265625
64,0.03940176963806152,0.03952908515930176,829.95947265625,839.49072265625
65,0.03945803642272949,0.039470672607421875,829.95947265625,839.49072265625
66,0.03941082954406738,0.03946042060852051,829.95947265625,839.49072265625
67,0.03954744338989258,0.03965497016906738,829.95947265625,839.49072265625
68,0.039409637451171875,0.04064798355102539,829.95947265625,839.49072265625
69,0.039398193359375,0.03945302963256836,829.95947265625,839.49072265625
70,0.039453744888305664,0.03942370414733887,829.95947265625,839.49072265625
71,0.03940725326538086,0.03946733474731445,829.95947265625,839.49072265625
72,0.039411306381225586,0.039508819580078125,829.95947265625,839.49072265625
73,0.039437055587768555,0.03946852684020996,829.95947265625,839.49072265625
74,0.039400577545166016,0.03944993019104004,829.95947265625,839.49072265625
75,0.03943896293640137,0.039490699768066406,829.95947265625,839.49072265625
76,0.03933835029602051,0.03963160514831543,829.95947265625,839.49072265625
77,0.03940176963806152,0.03960704803466797,829.95947265625,839.49072265625
78,0.040608882904052734,0.03945279121398926,829.95947265625,839.49072265625
79,0.03952193260192871,0.03940320014953613,829.95947265625,839.49072265625
